DATE,CUSIP
4/15/2019,6174467Y9
4/15/2019,002824BE9
4/15/2019,71647NAY5
4/16/2019,61744YAH1
4/16/2019,151191AW3
4/16/2019,71654QBB7
4/16/2019,71647NAF6
4/16/2019,279158AC3
4/16/2019,00206RCN0
4/16/2019,6174467Y9
4/16/2019,31572UAG1
4/16/2019,71654QBH4
4/16/2019,71647NAV1
4/16/2019,279158AL3
4/16/2019,47233JBH0
4/16/2019,G20011AC9
4/16/2019,74913GAX3
4/16/2019,G42045AB3
4/16/2019,46556MAE2
4/16/2019,88033GCE8
4/16/2019,P3697UAD0
4/16/2019,12505JAD5
4/16/2019,81721MAM1
4/16/2019,88167AAE1
4/16/2019,46556MAA0
4/16/2019,852061AS9
4/18/2019,P1910WMG1
4/18/2019,80282KAT3
4/18/2019,904311AA5
4/22/2019,P989MJBE0
4/22/2019,P1330HBF0
4/22/2019,71647NAM1
4/22/2019,71647NAY5
4/22/2019,78490FJJ9
4/22/2019,35671DBJ3
4/22/2019,257867AG6
4/22/2019,89346DAE7
4/22/2019,47233JAG3
4/22/2019,963320AW6
4/23/2019,530715AJ0
4/23/2019,98372PAJ7
4/23/2019,P3063DAA0
4/23/2019,P04559AL7
4/23/2019,G20011AC9
4/23/2019,P0101KAA4
4/23/2019,71647NAY5
4/23/2019,06051GEU9
4/23/2019,37045VAE0
4/24/2019,345370BW9
4/24/2019,P989MJBL4
4/24/2019,472319AF9
4/24/2019,026874CZ8
4/24/2019,780099CH8
4/24/2019,P28768AA0
4/24/2019,P31925AD5
4/24/2019,71647NAZ2
4/24/2019,S25221AC6
4/24/2019,G1315RAC5
4/24/2019,L4191BBF9
4/24/2019,P14623AB1
4/24/2019,P32086AL7
4/24/2019,N4297BBC7
4/24/2019,71647NAV1
4/24/2019,G07402DP5
4/24/2019,913017CM9
4/24/2019,075887BR9
4/24/2019,00287YAT6
4/24/2019,06051GGB9
4/24/2019,F2893TAN6
4/24/2019,428236BF9
4/24/2019,46556MAJ1
4/24/2019,105756BV1
4/24/2019,907818DZ8
4/24/2019,913017CQ0
4/24/2019,50076QAU0
4/24/2019,651639AL0
4/24/2019,92826CAD4
4/24/2019,345397YE7
4/25/2019,774341AG6
4/25/2019,P6480JAG2
4/25/2019,192108BB3
4/25/2019,G0457FAD9
4/25/2019,P1330HBF0
4/25/2019,U42804AP6
4/25/2019,P1265VAA0
4/25/2019,G20011AC9
4/25/2019,172967JC6
4/25/2019,345370CR9
4/25/2019,P1265VAD4
4/25/2019,404280AU3
4/25/2019,05968LAH5
4/25/2019,71654QCG5
4/26/2019,25152RXA6
4/26/2019,168863BN7
4/26/2019,345370BW9
4/26/2019,36966TKK7
4/26/2019,345370CR9
4/26/2019,25152R2Y8
4/26/2019,75281AAS8
4/26/2019,904311AA5
4/29/2019,74348TAT9
4/29/2019,50076QAE6
4/29/2019,37045VAQ3
4/29/2019,651229AY2
4/29/2019,P989MJBN0
4/29/2019,71647NAM1
4/29/2019,36966TCU4
4/29/2019,71654QCG5
4/30/2019,532716AU1
4/30/2019,928563AB1
4/30/2019,058498AR7
4/30/2019,910047AH2
4/30/2019,88033GCE8
4/30/2019,37045VAQ3
4/30/2019,50076QAE6
4/30/2019,74348TAT9
4/30/2019,61761JQK8
4/30/2019,168863AV0
4/30/2019,71647NAV1
4/30/2019,31572UAG1
4/30/2019,71647NAF6
5/1/2019,25468PDL7
5/1/2019,64966L2M2
5/1/2019,21685WDF1
5/2/2019,87243QAB2
5/2/2019,P989MJAY7
5/2/2019,724479AN0
5/2/2019,628530BC0
5/2/2019,581557AZ8
5/2/2019,50077LAJ5
5/2/2019,50076QAZ9
5/3/2019,723664AB4
5/3/2019,G0788KAA4
5/3/2019,G47665AA5
5/3/2019,G2585XAA7
5/3/2019,C10602AW7
5/6/2019,C10602AW7
5/6/2019,957297EM2
5/6/2019,L6401PAH6
5/6/2019,P2867KAE6
5/6/2019,P07785AE1
5/7/2019,71647NAF6
5/7/2019,71647NAY5
5/7/2019,71647NAM1
5/7/2019,256882AD3
5/8/2019,928563AC9
5/8/2019,6174467Y9
5/8/2019,71647NAQ2
5/8/2019,172967KK6
5/9/2019,G0457FAC1
5/9/2019,06051GHE2
5/9/2019,05968AAD8
5/9/2019,912909AM0
5/9/2019,P989MJBN0
5/9/2019,37247DAN6
5/9/2019,P32133CG6
5/9/2019,P8S090MU7
5/9/2019,920253AE1
5/10/2019,594918BN3
5/10/2019,279158AC3
5/10/2019,920253AE1
5/10/2019,05967FAB2
5/10/2019,71654QCG5
5/10/2019,02005NAZ3
5/10/2019,71647NAM1
5/10/2019,71645WAS0
5/10/2019,69783UAA9
5/10/2019,58013MEQ3
5/13/2019,594918BN3
5/13/2019,02005NAZ3
5/13/2019,94973VBH9
5/13/2019,P989MJBE0
5/13/2019,P04559AL7
5/13/2019,92553PAX0
5/13/2019,58933YAR6
5/13/2019,02079KAC1
5/14/2019,84265VAD7
5/14/2019,G47661AA4
5/14/2019,02005NAZ3
5/14/2019,172967HU8
5/14/2019,45845PAB4
5/14/2019,912909AM0
5/14/2019,G4109CAA6
5/14/2019,G20011AC9
5/14/2019,451102BF3
5/15/2019,94973VBH9
5/15/2019,80283LAH6
5/15/2019,084664CK5
5/15/2019,02665WAH4
5/15/2019,U07265AH1
5/15/2019,59156RBP2
5/15/2019,P57908AD0
5/15/2019,71654QCD2
5/16/2019,P8055KWL5
5/16/2019,71647NAZ2
5/16/2019,254687CY0
5/16/2019,05329WAP7
5/16/2019,096630AG3
5/16/2019,67059TAE5
5/16/2019,15135BAJ0
5/16/2019,878237AH9
5/16/2019,02209SBD4
5/16/2019,71656MAF6
5/16/2019,U1109MAB2
5/16/2019,444859BF8
5/16/2019,P09646AE3
5/16/2019,P1265VAA0
5/16/2019,P28768AA0
5/16/2019,279158AK5
5/16/2019,80282KAU0
5/16/2019,P90187AE8
5/16/2019,71647NAV1
5/16/2019,L9412AAA5
5/16/2019,P1905CAE0
5/17/2019,74432QCB9
5/17/2019,P98088AA8
5/17/2019,G53770AB2
5/17/2019,46556MAF9
5/17/2019,G25343AA5
5/17/2019,0258M0EE5
5/17/2019,17325FAJ7
5/17/2019,46623EKG3
5/17/2019,83368TAA6
5/17/2019,P3063DAA0
5/20/2019,P989MJBN0
5/20/2019,893647AW7
5/20/2019,59151KAH1
5/20/2019,C10602AW7
5/20/2019,L21779AC4
5/20/2019,912909AM0
5/20/2019,001546AT7
5/20/2019,007903BC0
5/20/2019,054303BA9
5/20/2019,U2526DAH2
5/20/2019,607059AT9
5/20/2019,345370CA6
5/21/2019,P04559AL7
5/21/2019,P19157AR0
5/21/2019,022249AU0
5/21/2019,C10602BG1
5/21/2019,984121CB7
5/21/2019,88167AAL5
5/21/2019,74432QCB9
5/21/2019,P3772WAF9
5/21/2019,U42804AQ4
5/21/2019,654902AC9
5/21/2019,91911TAE3
5/21/2019,P989MJBN0
5/21/2019,723664AB4
5/21/2019,P79849AC2
5/21/2019,343412AF9
5/21/2019,88165FAG7
5/21/2019,201723AL7
5/21/2019,P989MJBE0
5/21/2019,626717AH5
5/22/2019,88167AAE1
5/22/2019,P989MJBN0
5/22/2019,71647NAK5
5/22/2019,649717TU9
5/22/2019,054303BA9
5/23/2019,L7909CAA5
5/23/2019,P989MJBN0
5/23/2019,279158AK5
5/23/2019,201723AL7
5/23/2019,C86155AA3
5/23/2019,69783UAA9
5/23/2019,61166WAQ4
5/23/2019,U07265AE8
5/23/2019,U24724AK9
5/23/2019,G0732RAF5
5/23/2019,71647NAQ2
5/23/2019,71647NBD0
5/23/2019,P09646AE3
5/23/2019,02005NAZ3
5/23/2019,92826CAB8
5/23/2019,0258M0EB1
5/23/2019,38145GAG5
5/23/2019,20030NBV2
5/23/2019,92857WAZ3
5/24/2019,65557DAM3
5/24/2019,71647NBD0
5/24/2019,P0101KAA4
5/24/2019,046353AF5
5/24/2019,054303AZ5
5/24/2019,P5R6DPAA8
5/24/2019,92343EAF9
5/28/2019,G0457FAD9
5/28/2019,L0427PAA4
5/28/2019,P8S090HT6
5/28/2019,71647NAM1
5/28/2019,71654QAZ5
5/28/2019,U24724AK9
5/28/2019,6174467Y9
5/28/2019,71647NAY5
5/28/2019,71645WAR2
5/28/2019,71654QAX0
5/28/2019,87938WAM5
5/28/2019,P989MJAY7
5/28/2019,G0788KAA4
5/28/2019,80282KAP1
5/28/2019,201723AL7
5/28/2019,626717AJ1
5/28/2019,345370CR9
5/28/2019,680665AJ5
5/29/2019,89114QBJ6
5/29/2019,P989MJBE0
5/29/2019,P3579EBV8
5/29/2019,P0605NAA9
5/29/2019,92857WBQ2
5/29/2019,02209SBD4
5/29/2019,P0101KAA4
5/29/2019,P8S090HT6
5/30/2019,L0427PAA4
5/30/2019,05967FAB2
5/30/2019,P5R6DPAA8
5/30/2019,P04559AL7
5/30/2019,P90187AE8
5/30/2019,P1330HBF0
5/30/2019,G47661AA4
5/30/2019,P5880CAB6
5/30/2019,P5880UAB6
5/30/2019,909218AB5
5/30/2019,55933JAB0
5/30/2019,U92279AL9
5/30/2019,34984VAB6
5/30/2019,78412FAP9
5/30/2019,573334AD1
5/30/2019,P1905CAD2
5/30/2019,462044AH1
5/30/2019,21685WDF1
5/30/2019,30283WAB0
5/30/2019,G2526SAB8
5/30/2019,013817AW1
5/30/2019,126650CV0
5/30/2019,06048WGU8
5/30/2019,38147QAK2
5/30/2019,38147QEX0
5/30/2019,86614WAC0
5/30/2019,00213MAK0
5/30/2019,63873HLX0
5/30/2019,78010UVT1
5/30/2019,459058DP5
5/30/2019,48126D6M6
5/30/2019,552953CD1
5/30/2019,966387AP7
5/30/2019,208242AB3
5/30/2019,516806AD8
5/31/2019,040114GX2
5/31/2019,948565AC0
5/31/2019,74733VAC4
5/31/2019,55448QAS5
5/31/2019,37954FAD6
5/31/2019,12543DAY6
5/31/2019,928377AB6
5/31/2019,69318FAE8
5/31/2019,88830MAK8
5/31/2019,64971W7Q7
5/31/2019,G47661AA4
5/31/2019,78454LAH3
5/31/2019,864486AH8
5/31/2019,82671AAA1
5/31/2019,00404AAM1
5/31/2019,402635AH9
5/31/2019,013093AB5
5/31/2019,25470XAJ4
5/31/2019,457153AG9
5/31/2019,192108BB3
5/31/2019,G2585XAA7
5/31/2019,00287YAX7
5/31/2019,002824BB5
5/31/2019,026874DH7
5/31/2019,025816BK4
5/31/2019,035242AP1
5/31/2019,06051GGB9
5/31/2019,191216BS8
5/31/2019,00206RCN0
5/31/2019,587118AE0
5/31/2019,36162JAA4
5/31/2019,561234AE5
6/3/2019,345397YD9
6/3/2019,13607RAB6
6/3/2019,046353AF5
6/3/2019,74432QCB9
6/3/2019,37045XBK1
6/3/2019,620076BC2
6/3/2019,55616XAH0
6/3/2019,80282KAS5
6/3/2019,25152R5F6
6/3/2019,74978DAA2
6/3/2019,064159EC6
6/3/2019,F2893TAL0
6/3/2019,05967FAB2
6/3/2019,013817AW1
6/3/2019,279158AK5
6/3/2019,U1109MAE6
6/3/2019,947075AK3
6/3/2019,71654QBV3
6/4/2019,064159EC6
6/4/2019,040114HR4
6/4/2019,86800XAA6
6/4/2019,88167AAL5
6/4/2019,88166HAD9
6/5/2019,064159EC6
6/5/2019,35906AAW8
6/5/2019,C10602BA4
6/5/2019,71654QBE1
6/5/2019,345370CQ1
6/5/2019,P32133CG6
6/5/2019,69783UAA9
6/5/2019,P09646AE3
6/5/2019,05958AAJ7
6/5/2019,984121CL5
6/5/2019,35906AAK4
6/5/2019,05967FAB2
6/6/2019,03523TBX5
6/6/2019,00287YAQ2
6/6/2019,046353AL2
6/6/2019,36962G7K4
6/6/2019,41423PAE7
6/6/2019,U9841NAM2
6/6/2019,064159EC6
6/6/2019,G4109CAA6
6/6/2019,44106MAT9
6/6/2019,P0092MAE3
6/7/2019,44106MAT9
6/10/2019,25746UCH0
6/10/2019,29082AAA5
6/10/2019,61747YCJ2
6/10/2019,71654QBE1
6/10/2019,50077LAB2
6/10/2019,P3143NAP9
6/10/2019,50077LAS5
6/10/2019,80282KAW6
6/10/2019,88166JAA1
6/10/2019,71647NAF6
6/10/2019,71645WAQ4
6/10/2019,P8055QDP4
6/10/2019,71654QCG5
6/10/2019,71647NAY5
6/10/2019,71647NBD0
6/10/2019,105756BW9
6/11/2019,71647NAZ2
6/11/2019,P3772WAJ1
6/11/2019,G07402DP5
6/11/2019,71647NAM1
6/11/2019,P3063DAA0
6/11/2019,F8586CBQ4
6/11/2019,345397VM2
6/12/2019,71647NBD0
6/12/2019,91514AGB5
6/12/2019,25152RXA6
6/12/2019,71654QCG5
6/12/2019,60412AMQ3
6/12/2019,650014TN3
6/12/2019,60412AML4
6/12/2019,938782DP1
6/12/2019,040114HF0
6/12/2019,126650DC1
6/12/2019,86723CAF5
6/12/2019,035242AJ5
6/12/2019,71647NAY5
6/12/2019,71647NAA7
6/12/2019,71647NAZ2
6/12/2019,20259DAA5
6/12/2019,53947QAA5
6/12/2019,37185LAH5
6/13/2019,35671DAZ8
6/13/2019,432833AB7
6/13/2019,P3367DAA3
6/13/2019,040114GW4
6/13/2019,172967HV6
6/14/2019,U42314AA9
6/14/2019,U1109MAE6
6/14/2019,61747YCJ2
6/14/2019,64110DAH7
6/14/2019,626717AH5
6/14/2019,11134LAD1
6/17/2019,48127HAA7
6/17/2019,438516BJ4
6/17/2019,A29875AA8
6/17/2019,496902AN7
6/17/2019,444859BF8
6/17/2019,370334CG7
6/17/2019,172967JM4
6/17/2019,71647NAZ2
6/18/2019,G40365AA9
6/18/2019,P989MJBE0
6/18/2019,F22797FK9
6/18/2019,35906AAZ1
6/18/2019,912909AM0
6/18/2019,92343VDY7
6/18/2019,71647NAM1
6/18/2019,71647NAZ2
6/18/2019,958102AM7
6/18/2019,651229AW6
6/18/2019,03674XAC0
6/18/2019,P989MJBN0
6/18/2019,U1109MAE6
6/18/2019,724479AJ9
6/19/2019,P1R23DAA4
6/19/2019,524901AR6
6/19/2019,U8810LAA1
6/19/2019,35906AAW8
6/20/2019,040114HP8
6/20/2019,G2585XAA7
6/20/2019,88167AAE1
6/20/2019,46625HQJ2
6/21/2019,80283LAH6
6/21/2019,H4209UAH9
6/21/2019,172967KB6
6/21/2019,912909AM0
6/21/2019,88167AAF8
6/21/2019,P989MJBN0
6/21/2019,46625HJQ4
6/21/2019,71647NAY5
6/21/2019,C6900PAD1
6/21/2019,50077LAK2
6/21/2019,P7873PAE6
6/21/2019,89236TEJ0
6/24/2019,C67111AJ0
6/24/2019,80283LAH6
6/24/2019,81180WAH4
6/24/2019,47233JAG3
6/24/2019,50077LAQ9
6/24/2019,G07402DP5
6/24/2019,P3772WAF9
6/24/2019,912909AM0
6/24/2019,46625HJQ4
6/24/2019,P1400AAA2
6/24/2019,P989MJBN0
6/24/2019,06738EAL9
6/24/2019,30219GAL2
6/24/2019,G0732RAG3
6/24/2019,C86068AA8
6/24/2019,444859BF8
6/24/2019,026874DD6
6/24/2019,404119BQ1
6/24/2019,745867AW1
6/24/2019,88167AAD3
6/24/2019,P19111BF2
6/25/2019,03512TAB7
6/25/2019,29273RBL2
6/25/2019,P90187AE8
6/25/2019,00206RHS4
6/25/2019,35906AAQ1
6/25/2019,35906AAZ1
6/25/2019,35906AAK4
6/25/2019,747525AF0
6/25/2019,26078JAC4
6/26/2019,95000N2D0
6/26/2019,292480AL4
6/26/2019,680665AJ5
6/26/2019,620076BN8
6/26/2019,U8357XAA4
6/26/2019,71647NAQ2
6/26/2019,35906AAK4
6/26/2019,35906AAH1
6/26/2019,P7S16JAU2
6/26/2019,U44927AS7
6/26/2019,L6401PAF0
6/26/2019,U6500TAC9
6/26/2019,71654QBB7
6/27/2019,35906AAW8
6/27/2019,U44927AS7
6/27/2019,71647NAQ2
6/27/2019,67059TAF2
6/27/2019,U8357XAA4
6/27/2019,F1058YHX9
6/27/2019,G07402DP5
6/27/2019,064159GW0
6/27/2019,78012KJA6
6/27/2019,20271RAM2
6/27/2019,F2893TAN6
6/27/2019,06051GGB9
6/27/2019,855244AK5
6/27/2019,91159HHN3
6/27/2019,18683KAC5
6/27/2019,18683KAM3
6/28/2019,80105NAG0
6/28/2019,71654QCG5
6/28/2019,17275RAN2
6/28/2019,451102BR7
6/28/2019,47233JAG3
6/28/2019,U1109MAB2
6/28/2019,G2585XAA7
7/1/2019,61747YCJ2
7/1/2019,370334BV5
7/1/2019,893647AX5
7/1/2019,U42804AP6
7/1/2019,03027XAK6
7/1/2019,G2585XAA7
7/1/2019,L4441RAA4
7/1/2019,P1400AAA2
7/1/2019,89602NE91
7/1/2019,P989MJAY7
7/1/2019,88167AAD3
7/1/2019,G83113AC7
7/1/2019,71647NAA7
7/1/2019,74348TAJ1
7/2/2019,U8357XAA4
7/2/2019,89114QBC1
7/2/2019,63254AAN8
7/2/2019,118230AK7
7/2/2019,05253JAL5
7/2/2019,06367WMQ3
7/2/2019,78013XW20
7/2/2019,P1905CAE0
7/2/2019,054303BA9
7/2/2019,L56590AA7
7/2/2019,L79090AA1
7/2/2019,35906AAZ1
7/2/2019,G07402DP5
7/2/2019,91911TAP8
7/2/2019,71647NAV1
7/2/2019,P989MJBE0
7/2/2019,71654QCC4
7/3/2019,P989MJBG5
7/5/2019,040114GX2
7/5/2019,P12651AB4
7/8/2019,370334BV5
7/8/2019,054303BA9
7/8/2019,00101JAK2
7/8/2019,607059AT9
7/8/2019,L21779AC4
7/8/2019,J7596PBA6
7/8/2019,013093AB5
7/8/2019,46556MAA0
7/8/2019,761713AT3
7/8/2019,71645WAQ4
7/8/2019,91911TAE3
7/9/2019,845467AL3
7/9/2019,G0457FAD9
7/9/2019,988498AD3
7/9/2019,4042Q1AE7
7/9/2019,U2526DAC3
7/9/2019,U1109MAB2
7/9/2019,912909AN8
7/9/2019,247025AE9
7/9/2019,L56608AA7
7/9/2019,71647NAY5
7/9/2019,71645WAS0
7/9/2019,91912EAA3
7/9/2019,165167CL9
7/9/2019,P3699PGB7
7/9/2019,50076QAE6
7/9/2019,P04559AL7
7/9/2019,60871RAF7
7/9/2019,620076BB4
7/10/2019,71647NAF6
7/10/2019,78442FEQ7
7/10/2019,05971WAA1
7/10/2019,71647NAN9
7/10/2019,71654QCC4
7/10/2019,71647NAK5
7/10/2019,279158AL3
7/10/2019,02209SBD4
7/10/2019,912909AM0
7/10/2019,565849AN6
7/10/2019,013817AU5
7/10/2019,37045XCU8
7/11/2019,71647NAA7
7/11/2019,71645WAS0
7/11/2019,71654QCC4
7/11/2019,P989MJBH3
7/11/2019,71647NAZ2
7/11/2019,P3579ECE5
7/11/2019,71647NAY5
7/11/2019,71647NAM1
7/11/2019,G07402DP5
7/11/2019,P989MJBL4
7/11/2019,P7464EAA4
7/11/2019,05526DBD6
7/11/2019,71654QAZ5
7/12/2019,05968AAA4
7/12/2019,191216CE8
7/12/2019,03512TAC5
7/12/2019,69783UAA9
7/12/2019,75606DAC5
7/12/2019,018772AS2
7/12/2019,87264AAR6
7/12/2019,71647NAK5
7/15/2019,55261FAG9
7/15/2019,71647NAY5
7/15/2019,040114HN3
7/15/2019,P0605NAA9
7/15/2019,92553PAR3
7/15/2019,278642AN3
7/15/2019,37045XAW6
7/15/2019,21036PAR9
7/15/2019,05526DAV7
7/15/2019,40414LAL3
7/15/2019,P989MJBN0
7/15/2019,71654QAX0
7/15/2019,05971KAA7
7/15/2019,21684AAC0
7/15/2019,780082AD5
7/15/2019,225433AR2
7/15/2019,064159HB5
7/15/2019,P989MJAY7
7/16/2019,P8055KWL5
7/16/2019,P1910WNY1
7/16/2019,867914AH6
7/16/2019,37045XBS4
7/16/2019,05526DAV7
7/16/2019,91911TAM5
7/16/2019,71656MAF6
7/16/2019,00507VAL3
7/16/2019,67066GAD6
7/16/2019,205363AN4
7/16/2019,50540RAP7
7/16/2019,125509BS7
7/16/2019,92553PAR3
7/16/2019,369604BQ5
7/16/2019,21036PAR9
7/16/2019,U8810LAA1
7/16/2019,37045XAW6
7/16/2019,205887CC4
7/16/2019,00101JAH9
7/16/2019,71647NAY5
7/16/2019,G2585XAA7
7/16/2019,G0732RAF5
7/16/2019,P9028NAV3
7/16/2019,P3711HAF6
7/16/2019,U1109MAB2
7/16/2019,55261FAG9
7/16/2019,35906AAK4